Title,Description,Permalink,Post type,People reached,Comments,Likes,Shares,Engagements,Link clicks,Photo views,Other clicks,Total clicks
,"#揾食kaki 
7/80‘s都懂的老招牌炸鸡店🍗
#喜爱鸡 回来📍雪隆区啦🔥味道完全没变‼️
.
小时候想要吃个炸鸡，第一个想到的会是KFC?! 但是对于 #JOHOR人 来说，还有第二个选择就是去【喜爱鸡 Chicken Delight 】🤩 而且每逢生日过大节都一定会叫上一大盘的 #炸童子鸡，可说是7/80‘s都懂的回忆‼️
.
好消息🎉现在雪隆区📍的kaki想要回味【喜爱鸡 Chicken Delight 】不用再去Johor揾了，这次终于又回来啦！除了有很多经典的 #炸鸡套餐，还结合了很多多种 #南洋风味美食！让你一次过有多种好料可以吃，又可以顺便回味一下童年的味道😋
.
✅ #经典炸鸡：一大盘的套餐系列，除了有爆汁的炸鸡之外，还搭配自制的超纯马铃薯泥&清爽的Coleslaw
✅ #本地美食：可以吃到最经典的大马早餐系列 #椰浆饭 or #米暹 or #炒面！还可以选择搭配8种的配料，像是咖喱鸡、仁当鸡、Otak-otak等！
✅ 多种 #中餐大炒系列：不可错过超有WokHey的炒粿条！还有tomyum炒饭、Mamak Mee等道地口味
✅ #西式美食：另外还有不少意大利面甚至是比你的手掌还大的 #鸡扒类 都有的选！
✅ 选不完的 #饮料：不管是Kopi、Cham、Teh等的传统饮料，或是想来一杯清爽型的果汁、童年的 #浮冰，统统都有🔥
.
在这里用餐简直就是像是在挖宝一样， #处处都有惊喜🤩 甚至是小时候吃到的3色冰淇淋香蕉船，这里都可以吃到🤤 简直就是很适合带着爸妈来用餐，回忆小时候的快乐❤️
.
【 Chicken Delight Setia Alam 】
📍 20-1-1 Jalan Setia Prima B U13/B 40170 Shah Alam, Selangor, Malaysia
🕕 11am - 9:30pm
📱 03-3358 9938
.
Facebook: https://www.facebook.com/ChickenDelightSetiaAlam?mibextid=LQQJ4d
.
✏️Credit: #大码小编
📷Photo: Xin Tong
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid02x9Qq4Bo1F5D6HxS7FF24eDsYZa2Dz7XBzoXDPBftNkQZvHEEiCpuTquxf7iJRijal,Photo,42461,6,74,26,106,,1097,547,1644
,"【The Bomb Battle - Immersive video game + Paint Bombs】
📍Lot 07-96, Level 7, East wing, Berjaya Times Square, Shopping Mall, 1, Jln Imbi, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur
🕕 10am-10pm
📱03-4819 2852
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/249302011285994/,FB reel,41995,64,490,184,738,,,,
,"康乐夜市的东北烤冷面, 究竟好吃吗?!
.
【 康乐夜市· 东北烤冷面】
📍 130, Jalan Cerdas, Taman Connaught, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur
🕕 6:30PM
.
🎤Host: Terrance
📷Videographer: 咩小编
🎬Editor: Terrance
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/227045436411804/,FB reel,41246,16,430,68,514,,,,
,"#揾食kaki
这个世界上原来是有真爱的！小编的是鸡蛋，你的最爱是什么呢？
.
✏️Credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid02fdK1iBWCf3KL67kL6GD6aM3fGLL4Sgywtqjk5P4TyAWaQc7JfkxbWfk6BieJHJBsl,Photo,37503,29,394,42,465,1,598,414,1013
,"KL📍首家被泰国点头认证✨
Thai Mookata🔥食材腌料超道地🇹🇭
.
已经在雪隆区有6家分店的超人气🔥【 Thai In Mookata 】原来是被大马唯一一家获得 #ThaiSelect 的 Mookata 餐厅‼️ 这么厉害的头衔，到底里面藏了什么好料🤩这家的泰式烧烤食材大部分都是从泰国进口，每一种腌料的口味甚至是酱料都很正宗道地～
.
泰式的Mookata就是能让你一边吃烤肉一边喝汤，而且他们的汤头可是用了猪骨熬煮很多小时‼️ 当然火锅料和烤料也相当的重要✨ 他们的食材非常的新鲜而且也下料十足❗️
✅ 必点 #招牌猪肉片（Signature Pork Slice）可说是几乎没有猪骚味因为是已经经过15层的process‼️ 下足功夫❗️
✅ 新品 #虾滑（Jub Jub Prawn Paste）可是使用了97%纯打的老虎虾，每一口都是虾肉呢🤤
✅ 新品 #蜂蜜猪柳（Honey Moo ）使用了蜂蜜➕特制酱汁➕大蒜来腌制，让你在吃烤肉当中能有甜而不腻的口感👍
这里有非常多的套餐搭配，可以依照人数去做选择哦❗️
.
除了吃的之外，就连喝的饮料也是厉害的角色👏 除了可以喝到冲泡试的巨无霸泰式奶茶之外，另外还有很fresh的饮品 #龙眼青柠水，立马帮你解腻❗️
不管是哪家分店，平日晚上和假日几乎都满座🔥所以想jio kaki一起来吃的话，建议提早来or电话预定会更好哦❤️
Careline : +6011 6060 6688
.
【 Thai In Mookata 】
𝐒𝐞𝐭𝐚𝐩𝐚𝐤 𝐎𝐮𝐭𝐥𝐞𝐭
☎️ Hotline: 03-4131 7128
Waze: https://waze.com/ul/hw2865p84u

𝐎𝐥𝐝 𝐊𝐥𝐚𝐧𝐠 𝐑𝐨𝐚𝐝 𝐎𝐮𝐭𝐥𝐞𝐭
☎️ Hotline: 03-7971 5581
Waze: https://waze.com/ul/hw2839emyz

𝐊𝐞𝐩𝐨𝐧𝐠 𝐎𝐮𝐭𝐥𝐞𝐭
☎️ Hotline: 03-6243 4600
Waze: https://waze.com/ul/hw2862c6d0

𝐒𝐮𝐛𝐚𝐧𝐠 𝐎𝐮𝐭𝐥𝐞𝐭
☎️ Hotline: 03-5613 0033
Waze: https://waze.com/ul/hw281ryt6f

𝐂𝐡𝐞𝐫𝐚𝐬 𝐓𝐫𝐚𝐝𝐞𝐫𝐬 𝐒𝐪𝐮𝐚𝐫𝐞 𝐎𝐮𝐭𝐥𝐞𝐭
☎️ Hotline: 03-9081 5305
Waze: https://waze.com/ul/hw28378qnc

𝐑𝐚𝐰𝐚𝐧𝐠 𝐎𝐮𝐭𝐥𝐞𝐭
☎️ Hotline: 03-6736 9003
Waze: https://waze.com/ul/hw284ys0kj
.
Facebook：https://www.facebook.com/ThaiInMookata
Instagram：https://www.instagram.com/thaiinmookata/?hl=en
Website：https://thaiin.my/
.
✏️Credit: #大码小编
📷Photo: Xin Tong
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid0w3CQsUYndrs5sJU5ZJQYtmvTUAcqh8cm72yBdHEBTUshXS5ktkD4UTcYUGoJR3scl,Photo,37233,2,67,25,94,8,989,157,1154
,"【Banngkok Street Food】
📍  Platinum Walk, 53100 Kuala Lumpur, Federal Territory of Kuala Lumpur
⏰ 3pm-12am （每天）
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/261720156610873/,FB reel,36782,21,361,183,565,,,,
,"咬美式汉堡🍔
看KLCC美景
.
Facebook：https://www.facebook.com/Whiteburger.my/
Instagram：https://www.instagram.com/whiteburger.my/
.
【 Whiteburger 】
📍52, Jalan Hamzah, Kampung Baru, KL Malaysia
🕕11:00am - 9:30pm
📱013-361 9858
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/299507415773264/,FB reel,36396,28,537,270,835,,,,
,"#揾食kaki 
日式创新Mix and Match组合
同时吃 1饭➕1面 只要RM20++
.
一个人进到日本餐厅每次都要很烦的选择 #吃拉面🍜 还是 #吃盖饭🍛 两份一起叫又好像很大份怕吃不完😩 诶？【 Tokyo Ramen Cafe 】这次玩大了⁉️ 只要RM20++ 就能满一次过足你 #吃面吃饭 的欲望‼️🤤
.
Mix and Match的SET组合，就是可以从menu上8⃣️种口味选1碗拉面&1碗盖饭！
这家的拉面🍜特色就是猪骨汤底是要熬煮48小时🔥然后再加上4⃣️种不同自己打的paste，来去做搭配‼️ 可以选择⚫️黑 - 黑蒜米、🔴红 - Spicy、⚪️白 - 猪油、🟢青 - 擂茶的口味，甚至你还可以随意互相搭配口味❗️让你在吃拉面上有很多新鲜的口感👍
.
另外还可以选4⃣️种不同特色的日式盖饭，✅瘦肉（Chasu）、✅三层肉（Yakibuta）、✅猪排、✅Curry Kaarage❗️全部给的肉料都很大份🔥尤其是瘦肉Chasu和三层肉Yaki Buta都是他们自己腌制的，超级入味又口入口即化😍
.
另外爱吃肉的你，还可以加点很多 #日式小吃、sushi、 烤串等多种选择🍣，选都选不完🤩
如果想要办小聚会，这里有可以容纳20人的VIP大房❗️空间超大又舒适，在这里吃饭聊天都很合适👍 喜欢尝试不同的日式口味，又想要同时品尝到到很多美食，就来这啦🔥 包你满意👏
.
【 Tokyo Ramen Cafe 】
📍11 ,2 Rio Xchange Persiaran RIO Bandar Puteri 47100 Puchong Selangor
🕕11.30-10pm
📱010-205 8743
.
Facebook: https://www.facebook.com/tokyoramencafe
Instagram：https://www.instagram.com/tokyoramencafe/?fbclid=IwAR01yad_2KvQ_6IM2sJrm1wkU6ejuihvHQ5Qz5HGI_KpVKbM4OOYZZYiZjE
.
✏️Credit: #大码小编
📷Photo: Xin Tong
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid08GRE1Cw3w44Py1WottvPuTrV8KBPRtrBiUkwNK6t6irmzJ8eybQRuvWXvhNoKcLcl,Photo,36250,8,65,25,98,3,840,198,1041
,"【Girl and Mommy Curry 】
📍33, Jalan Emas, Chan Sow Lin, 55200Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur
🕕 7am-1pm
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/814176153500675/,FB reel,35704,97,575,312,984,,,,
,"#揾食kaki
【沙巴📍 隐藏版网美Cheese蛋糕店！】🍰
不甜不腻，已卖出超过50K粒👍🏻
.
#甜点控 看过来！👀每次去沙巴都只会吃海鲜吗？小编这里发现了🔥沙巴一家颜值超高的蛋糕点‼️#沙巴首家芝士蛋糕专卖店——✨【Precious Bake】✨他们家主打 #精致足料的芝士蛋糕！🍰
.
这里简直就是 #芝士蛋糕天堂 😍，每个蛋糕都是真材实料，用料毫不吝啬，#每天现做现卖，每一口都很细腻软绵～
.
他们家的 #口味也非常多样，小编强烈推荐：
🍰Lotus Biscoff
🍰Mango🥭
🍰Blueberry🫐
🍰Lemon🍋
🍰Peppermint Choc🍫
🍰Strawberry🍓
.
小编推荐的多数是水果口味🍇，因为他们都是用新鲜水果，用料毫不吝啬！现在还 #推出全新口味：抹茶🍵， Oreo，红豆抹茶🫘和咖啡☕️。
.
Precious Bake Cheese Cake
✅ 新鲜烘培
✅ 甜而不腻
✅ 精致好看
✅ 材料premium
❌ 无添加防腐剂
.
#网络上有着5星好评⭐️⭐️⭐️⭐️⭐️，已卖出超过50K粒蛋糕！👍🏻如果有去沙巴，记得一定要到【Precious Bake】try 这款Premium Cheese Cake啦～
.
【 Precious Bake】
📍 ：7, Ground Floor, Lido Plaza, Kota Kinabalu, Malaysia
⏰：9AM-5PM
📲 http://www.wasap.my/+60108263065
.
✏️credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid02HggjtVaUNKZrvghxzakxpYNC5JXd3W2Dvwf6jFaRuRZhn57SnhHYvo5qMpNtdaZ8l,Photo,35414,15,81,21,117,5,832,194,1031
全世界跪谢你的 20种神奇勺子,"全世界跪谢你的
20种神奇勺子

.
【8种神奇勺子这里找👇👇👇】

吸管勺子：https://shope.ee/5AOZnZcry5

隔油勺子： https://shope.ee/20RErm7yGF

电子称重勺：https://shope.ee/40CcPTfgcz

麻辣烫漏勺：https://shope.ee/9KDpbKI2FA

打蛋器+水煮蛋夹子： https://shope.ee/2Akf4BmuTk

油格网漏勺：https://shope.ee/2Akf4Dhhbu

多功能米+面粉勺：https://shope.ee/8UeibvVAvM

水果造型刀：https://shope.ee/1foOTQ3BnP
.
🎤Host: #大码小编
📷Videographer: 取自网络
🎬Editor: Pyco
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/myeatkaki/posts/pfbid0HDGvGr3Cn3CmtJ28HSgnnNf2s9HcWGuFgVC1LPJ5F3qqLdXKNhP5kP4NkcGhph7Cl,Video,35303,14,221,93,328,193,,1705,2026
,"熬制了12小时的番茄汤?!
.
Facebook：https://www.facebook.com/RiceandPotEmpire
.
【RIce & Pot Empire 】
📍30G, jalan ss21/39, damansara utama, partaking Jaya, Malaysia
🕕 10AM - 9PM
📱 011-2354 9902
.
🎤Host: Terrance
📷Videographer: Xintong
🎬Editor: Terrance
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/6483071168382913/,FB reel,34612,8,248,91,347,,,,
,"#揾食kaki 
PJ📍平靓正火锅➕烤肉吃到饱🔥
不到RM50‼️ 现优惠6人吃1人免费🤤
.
你身边是否有总是 #吃不饱的kaki？还是每次有不知道要选火锅还是烤肉的朋友🤔
不用烦啦～【 TLC BBQ & Cafe烤霸 】一次过能够满足你火锅➕烤肉的欲望，而且超适合一大批朋友，甚至是食欲很大的kaki来吃都没问题👌
.
成人1人不到RM50就能吃饱饱，而且提供的选择种类也超级多👇👇👇
✅店内共有80多种的串串任拿任吃❗️多种肉类选择，像是鸡🐔、羊、猪、牛
✅肉类腌料更是多达12种选择：黑椒、当归、麻辣、特色、蜜糖蒜香、五香、咖喱、姜蓉、酱油、仁当、香茅和娘惹😍
✅每桌都有360°自动旋转串串帮你烤，超方便👏
✅火锅部分的汤底共有5⃣️种选择：清汤、酸辣Tomyam🌶️、番茄🍅、麻辣🌶️和菌菇！重点是都不加价🤩
✅另外还附赠一大盘的火锅料➕肉片➕蔬菜盘，真的超划算的👍
.
Buffet的价格分为3种：成人RM49.80++ 🍲小孩RM24.90++ 🍲乐龄人士RM44.80++
吃不饱另外还可以加点Ala Carte或是想要升级套餐都没问题👌
另外还有多种饮料提供选择，甚至还可以做成1.5L的大壶饮料可以跟家人朋友一起share share喝🥤
.
🔥🔥🔥即日起更是有 #限时优惠：6人同行1人免单！ 
是不是该jio一大群来大吃特吃一轮啦😋 绝对让你饱到没朋友😂
.
【 TLC BBQ & Cafe烤霸 】
📍 No.98, 1, Jalan Dataran Cheras 5, Dataran Perniagaan Cheras, 43200 Balakong, Selangor
🕕12pm - 3pm （Lunch Buffet）；5pm - 12am（Dinner Buffet）
📱0127870313
📌分行： Puchong，Sri petaling ，Balakong ，SS2，Klang
.
Facebook: https://www.facebook.com/TLCBBQCafeBalakong?mibextid=LQQJ4d
Instagram: https://www.instagram.com/tlcbbqcafe/?igshid=OGQ5ZDc2ODk2ZA%3D%3D
.
✏️Credit: #大码小编
📷Photo: Jofia叮小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid02pnQBizRKAAWvhcmjCtYLef8zTev9rH45MaRVB7i4PD9xuN66mFf6XBM2CdCdEFzQl,Photo,33345,1,33,13,47,,593,152,745
Pudu KL烤鱼店🔥 开到凌晨5点‼️,"#揾食kaki 
Pudu KL烤鱼店🔥
开到凌晨5点‼️
.
什么🔥半夜还可以吃到 #海鲜大餐🦀️、 #烧烤、#日本餐、和牛、西餐、饭面类， 大炒🦐‼️
这件夜猫子confirm懂的【 M BBQ Puduport 】除了开到凌晨5am，他们家的食物这男的有够丰盛🤩
.
#招牌海鲜拼盘 是一定要点的东西❗️将大份就很够3-4人份一起share share来吃！
还给你一整大条的Siakap鱼🐟、再搭配sotong、老虎虾、扇贝等新鲜海鲜，汤底更是精华中的精华✨ 酸酸辣辣～真的很开胃🤤
.
除了海鲜之外，喜欢吃肉肉的kaki🥩，这里还提供了A5和牛和牛舌让你烤这吃‼️
最后还可以搭配多种甜点，甚至是 #韩式刨冰🍧 都做得出来❗️
宵夜罢了，竟然还有这么丰盛➕满足的supper😍 简直就是爱了爱了👍
.
【 M BBQ Puduport 】
📍地址：Lot 370, Jalan Pudu, 55100 Kuala Lumpur
🕕营业时间：17:00 - 05:00
📱联络号码：019-880 8080
Facebook: https://www.facebook.com/profile.php?id=100092347366252
.
✏️Content Creator： #大码小编
🎤Host： Xin Tong
📹 Videographer：Xin Tong
🎬Editor：Amy
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid0c3vUfmoSxJBeP7DeVdTPBPsTKur9p8LoBD7Gprinbonehs2Pm6wVRafrxqZQoBfql,Video,33326,34,189,163,386,1,,1301,1488
,"测评MCD新品 “韩”堡 绿茶巧克力冰淇淋
.
【 Mcdonald’s 】
📍Bandar Mahkota Cheras, Batu 9, 43200 Cheras, Selangor, Malaysia
🕕  6:30AM - 1:30AM
📱 +60 3-9010 9849
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/809331670807685/,FB reel,32032,19,304,59,382,,,,
,"#资讯kaki 
原来IC弄丢了会被罚这么多钱？！😱
IC真的千万千万不能随意乱放，否则罚钱事小，身份证被盗用就真的完了！😰
.
✏️Credit: 长不大小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 Eclbet ]",https://www.facebook.com/myeatkaki/posts/pfbid02M7zewbcGUzQUWMQiaFcyQ9V3bkNeG2y3msfG2UeUYFasi8PwVCeNYrBF7eorKgWjl,Photo,30932,2,76,102,180,,4410,404,4814
,"【 舌尖龙须糖】
📍 130, Jalan Cerdas, Taman Connaught, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur
🕕 6:30PM
📱 016-6253854 (Delivery Order)
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/634178402111720/,FB reel,30822,14,471,69,554,,,,
,"【 Timeoff Taipan】
📍29, Jalan USJ 10/1e, Taipan Business Centre, 47620 Subang Jaya, Selangor
🕕 12:00PM - 10:30PM
📱 03-8021 6663
.
🎤Host: Terrance
📷Videographer: 大码小编
🎬Editor: Terrance
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/1447971489359636/,FB reel,30094,20,302,127,449,,,,
,"#资讯kaki 
简单几个步骤就能知道你的账号有没有被hack
赶快检查一下，避免信息泄露啊‼️
.
✏️Credit: 长不大小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 Eclbet ]",https://www.facebook.com/myeatkaki/posts/pfbid02eTAWGxBwCFYJg3bXTTwx5sKrF4Gn7NJb7qkvH3eyYfanoeW4qq5gf6RnfGmqYtdil,Photo,29997,1,65,155,221,,1772,186,1958
,"【 Restaurant Nasi Kandar Kok Siong 】
📍45, Jalan Bandar 16, Pusat Bandar Puchong, 47100 Puchong, Selangor
🕕 10 am–3:15 pm (星期一到三)，10 am–6 pm（星期四到日）
📱019-285 3338
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/1419848562188478/,FB reel,28806,20,336,101,457,,,,
Seremban📍韩式烤肉 店员直接帮你烤🥓,"#揾食kaki
Seremban📍韩式烤肉
店员直接帮你烤🥓
室内完全无油烟味！
.
平时吃烤肉，衣服都被熏到臭臭，真的很烦😠💥好消息！！不需要亲手烤肉的 #正宗韩式烤肉店📍Won Korean BBQ 在Seremban开新分行啦！Menu推出的 #超值烤肉配套🥓 人均竟然不到RM35？！
.
#超值烤肉配套 分别都有3种不同的肉可以选，像鸡肉🐔、猪肉🐷、牛肉🐮 可以根据你们的喜好，点选要的肉类～😍 每个超值烤肉SET，都会写好是几人份的配套，大家点餐的时候就更加方便了！
.
#无油烟烤肉 肉质新鲜Q弹➕Abang专业烤肉手法，每块肉都被烤的刚刚好，又香又嫩～～✨ #自助小菜 这里有超过10种韩式小菜都可以任拿，像餐桌必有的泡菜和腌辣萝卜一定要拿！跟烤肉搭配吃起来，又能转换新口味🤤
.
单吃烤肉很sienzz，对不对？？
这时候当然少不了 #正宗韩式餐点，像泡菜汤、辣炒年糕、海鲜韭菜煎饼、冰爽冷面🍜 每道菜的 #分量都很大，老板真的很舍得给料🥺
.
平时喜欢和朋友聚会的kaki，这里的包厢房也蛮多间的😍 又有新地点可以约上家人亲戚/好朋友一起吃烤肉咯！
.
FB:https://www.facebook.com/wonkoreanbbqs2
IG:https://www.instagram.com/wonkoreanbbqs2/
.
【Won Korean BBQ 】
📍No 220, Jalan S2 B10, Uptown Avenue, Seremban 2, 70300, Seremban, Negeri Sembilan
🕕10.30m-10.30pm.
📱06-603 7276
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid0TkXMqBHns7iP6BhP5CNVP3j9mWDWbNr9jYdue1iDQUrpBKNL23SVijLsZkwsD23el,Video,23519,57,161,73,291,43,,1510,2358
,"【 Shimokita Space】
📍94, Jalan SS 15/4b, Ss 15, 47500 Subang Jaya, Selangor
🕕 3pm-11pm (星期一休息)
.
🎤Host: Terrance
📷Videographer: 大码小编
🎬Editor: Terrance
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/1463793844418554/,FB reel,23434,8,182,38,228,,,,
,"#旅游kaki
🎫免费送3张来回机票！
📆7月28日-30日｜📍Mid Valley Megamall Exhibition hall
带你去菲律宾马尼拉& 宿务省
.
📢📢📢2023年【MITM FAIR】又来啦～
想出国又想省钱，分享这个post就对啦‼️好消息！菲律宾旅游局（ Philippine Tourism Malaysia ）要送大家3️⃣张来回机票噢～ #免费参与！
.
┏━━━━━━━━━━━┓
赢取 #菲律宾来回机票 步骤🎁
┗━━━━━━━━━━━┛
1️⃣ 𝐋𝐢𝐤𝐞 & 𝐅𝐨𝐥𝐥𝐨𝐰 ：FB https://www.facebook.com/PhilippineTourismMalaysia
 & @myeatkaki
2️⃣ 𝐋𝐢𝐤𝐞 & 𝐒𝐡𝐚𝐫𝐞：  #公开分享 这贴文
3️⃣ 𝐂𝐨𝐦𝐦𝐞𝐧𝐭 𝐓𝐚𝐠： 2位朋友
📆 Giveaway 开放至: 2023年7月30日 (星期日  11PM)
📅 3位幸运儿 公布日期: 2023年8月3日（星期四）
🎁 获奖者将会透过email得到免费来回机票‼️
.
#超大型旅游✨【MITM FAIR】✨展开跑啦！📆7月28日至30日 #MITM FAIR旅游展 重磅回归，各种超值旅游配套等着你❗️来一个地方，就可以逛完各个国家的 #最新旅游配套，包括菲律宾、日本、韩国、台湾和泰国等。现场可以货比三家，买到 #最经济实惠的配套，太方便了！
.
亲自来到MITM FAIR，还可以趁这个机会来了解更多关于 #菲律宾旅游 的资讯！✌🏻
如果你也喜欢碧蓝海水🌊、蔚蓝天空，那菲律宾绝对是 #旅游清单 之一 ！
【菲律宾来回机票】包括：
✅马尼拉 Manila x2 ( Cebu Pacific Air  )
✅宿雾 Cebu x1 ( Philippine Airlines )
.
📢更多好玩好吃的景点，大家可以到MITM FAIR找Philippine Tourism Malaysia的摊位询问吧！赶快tag你的朋友jio他们一起来吧！
.
【 MITM FAIR 】
📍地点： MITM , Mid Valley Megamall Exhibition hall
< Philippines Tourism Malaysia >
🇵🇭 B060 - B065
📅 7月28日-30日
⏰ 10am-9pm
🌎 Facebook: https://www.facebook.com/PhilippineTourismMalaysia
.
✏️Credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询!",https://www.facebook.com/myeatkaki/posts/pfbid0g1vFRMdiGGYf51jUETMBgfWwWfymmcGabsnreHKbEp2o2pSfDEPKMBKw9tTqMUDbl,Photo,23174,237,246,200,683,,308,305,613
,"#资讯kaki
国家文化差异 每个手势👌🏻在不同国家都有不同的含义噢！
🈲去到国外的你一定一定一定要记得这些手势不能乱用哦！🙅🏻‍♀️
.
✏️Credit: 长不大小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 Eclbet ]",https://www.facebook.com/myeatkaki/posts/pfbid04HmQ5wHwNyKzJdj2JvBTpjVLJqwKFGiWNBwuD48rXh5n3xGJuB6x8pS1yWkd1xLwl,Photo,21092,2,30,27,59,,1653,133,1786
,"#驾车kaki 
⚠️驾车人士注意啦！
红灯不能玩手机📱，支架上的手机也不能玩❗❗
.
不管是驾驶中还是等红灯的间隙都不能🚫玩手机📱，不管手机有没有放在支架上❗❗
否则将面临罚款或被控上法庭😰
.
不管怎样驾车玩手机都是很危险的事情，所以小编在这里🔈呼吁大家，为了自己还有大家的安全，千万千万要改掉这个坏习惯❗❗
.
✏️Credit：长不大小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 Eclbet]",https://www.facebook.com/myeatkaki/posts/pfbid0Afsyr1jFTpjfoMhnePgzoUy19NngvyGR15jvar7VnobFmBtDSGh6oGs5h5SfXy86l,Photo,20916,5,52,54,111,,1452,179,1627
,"#好康kaki
少女心🍓 粉色蚊香！
草莓味不会刺鼻～
.
有没有人跟小编一样，超讨厌蚊香的味道呢？可是有的时候晚上蚊子太多，没办法只能点着睡觉，导致影响睡眠～
.
现在小编要跟你们推荐这款 #草莓味蚊香，🍓一点燃整个空气都是甜甜的草莓味，不会刺鼻！
✅ 草莓味蚊香：
🛒Shopee:https://shope.ee/LJgV77Qx7
.
✏️credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid0iHQcKNLN215iRD1vwqLcyWekFu8QuyTreEQ3fqmHtQWvJm68kiGt4EvpK88AM1Gxl,Photo,18063,3,16,6,25,25,176,28,229
